,02979422-5149-4750-ad5f-483e0bec6ac5_01,02ec7a3a-2812-4a65-93cd-07bf655cc91b_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_11,04e9a63a-d742-488c-8564-bf9d79aa2091_01,04e9a63a-d742-488c-8564-bf9d79aa2091_11,0697436f-e487-45db-b0bc-ad9246f70196_01,0697436f-e487-45db-b0bc-ad9246f70196_11,08a96dec-e658-493a-9308-83f7ace3b3b6_01,0b77657a-0297-4cee-b9f2-5de72e182016_01,0ec3caa1-7c51-417b-a89c-18e9fceb80c4_01,0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a_01,11a33d4a-4839-468f-9d61-5630586ed978_01,151f07f5-1529-4fcd-912c-e55b2ff8abef_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_11,23656226-2d99-4548-959f-5c2eed803e33_01,2a05f855-83cc-4276-befd-5d6d4ec18f82_01,2ea84e23-6a0a-4c5d-9c70-d5355a85df35_01,2f1c4db6-88a7-4a5d-a5fe-94d85f569440_01,2fc175d1-9d95-44fd-a53e-820f6f404551_01,3129e869-bb2f-423a-bd20-d0daae33b11a_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_11,39034b58-1fe1-4cae-ad3e-3ee291f1b4d0_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_11,40f79cfe-a51f-497b-b06e-7a4f9004f092_01,452135f2-6de6-4593-a091-ddf6344ee431_01,452e96b0-dd23-4f5a-bc05-625763b0ee12_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_11,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_01,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_11,4e4faf51-2cbf-4910-a093-186660e4a19b_01,5f633c79-fcf8-47da-b349-ada3fb794819_01,6101ffe6-2ef6-4256-9d6b-a7c545836995_01,63643ba6-bed9-4c36-91dd-a18105fadc06_01,63643ba6-bed9-4c36-91dd-a18105fadc06_11,648fecca-4946-4880-8359-6801cbb4fc0d_01,648fecca-4946-4880-8359-6801cbb4fc0d_11,70e306ee-9584-49d6-81a1-a49d837ab6aa_01,739deed4-d1dc-458f-bd0f-1e24d2bfd305_01,83b3060c-2449-4581-88ef-817d126e4525_01,872092b3-d31e-44d7-bd03-e29f52f8ab5a_01,8ac7f218-bd7b-4dda-8879-2cec49748e42_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_11,955d428c-8fe8-456b-b86d-65ea6c2a1b18_01,955d428c-8fe8-456b-b86d-65ea6c2a1b18_11,9680b5ff-1882-434f-9981-e8ac33764b93_01,9aa02d46-294b-4e99-b9ee-56edcbfb5275_01,9aabcbd7-a26a-49b1-abf1-02c0dc3adcf2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_11,a122d361-835e-4cf2-850f-af7864aa112c_01,a5af1391-89d3-4f41-930e-7e8272afec98_01,af1111af-9384-4e37-9b16-227d38007ebd_01,af1111af-9384-4e37-9b16-227d38007ebd_11,b08dfba8-6afb-4217-9259-72be6f1f3363_01,b08dfba8-6afb-4217-9259-72be6f1f3363_11,b4a0bf74-1381-4c17-b97d-206810d9e59a_01,b5f6a0e3-f9ac-475f-9a34-b8b8834f1779_01,baaf32ff-b31b-4c42-bbf6-8ff7ab569ab6_01,c689ae1d-4a6b-45db-b4d1-6b34c5c61522_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_11,d52c3cb6-921e-4f26-b49c-e6e4f11f9c06_01,d542c363-fd6c-447d-b71a-0e94fec125e4_01,d542c363-fd6c-447d-b71a-0e94fec125e4_11,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_01,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_11,dc8dbf62-b687-4362-8839-2fac69703f64_01,e0e38071-877f-4ebf-955f-483eb4865351_01,e0e38071-877f-4ebf-955f-483eb4865351_11,e1e15226-9f8e-4035-8f08-eb1fed57080e_01,e1e15226-9f8e-4035-8f08-eb1fed57080e_11,e562c60c-8e6e-481f-ad4f-28b067437ece_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_11,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_01,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_11,ee8c1919-17a9-4df1-8aa5-79546621b23c_01,f1c1502e-1bd6-425a-b651-454363809668_01,f1c1502e-1bd6-425a-b651-454363809668_11,f2b58595-dec0-4194-ab33-7c7dc6c058a6_01,f2b58595-dec0-4194-ab33-7c7dc6c058a6_11,f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44_01,f3ba1cf8-ac67-4da8-96f3-8680dc55f247_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_11
MIMAT0002814,0.165235,1.831585,0.170193,3.496901,0.580583,1.324476,0.371568,4.634487,0.282324,0.451611,1.022141,0.377048,113.900836,1.247959,0.112991,5.099425,0.960697,1.960763,3.184838,0.529425,0.160612,0.580804,1.09011,1.876515,14.735839,1.046928,1.368332,0.791569,0.643617,0.430939,2.222747,5.600444,0.515804,2.091348,0.519998,0.360798,0.76856,1.23141,21.781209,0.208917,2.165248,0.230894,0.345606,4.321028,0.0,0.41322,0.969885,1.711014,6.777966,3.564,0.637188,0.0,2.784116,1.213785,2.08336,0.895652,1.707296,0.566425,1.739829,0.0,3.351997,0.66266,0.336537,2.529104,1.415459,0.0,0.510356,3.401034,0.582325,3.814986,0.178249,1.568752,0.950137,0.939751,6.885615,0.268034,2.914186,1.854945,1.257845,1.683785,0.297402,2.894957,0.201326,2.200968,5.007905,0.615176,3.468214,2.241491,1.093266,0.818725,2.493341
MIMAT0002815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15573,0.0,0.135191,0.130866,0.0,0.0,0.0,0.0,0.0,0.143601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20661,0.0,0.114068,0.0,0.0,0.212396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002816,0.0,0.0,0.170193,0.419628,0.0,0.0,0.0,0.475332,0.0,0.0,0.0,0.0,11.307844,0.0,0.0,0.52035,0.0,0.0,0.341233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608148,0.0,0.0,0.143646,0.0,0.718005,0.0,0.232372,0.0,0.0,0.0,0.0,2.120295,0.208917,0.19684,0.0,0.115202,0.0,0.0,0.0,0.0,0.114068,0.0,0.216,0.0,0.22586,0.0,0.0,0.543486,0.0,0.0,0.113285,0.248547,0.0,0.197176,0.0,0.0,0.133111,0.0,0.0,0.170119,0.377893,0.0,0.0,0.178249,0.0,0.0,0.0,0.275424,0.0,0.264926,0.0,0.0,0.481082,0.148701,0.222689,0.0,0.0,0.196388,0.0,0.239187,0.373582,0.0,0.0,0.207778
MIMAT0002817,0.0,0.140891,0.340386,2.937397,0.435438,2.20746,0.0,2.495493,0.282324,0.752684,0.0,0.251365,68.052665,0.748775,0.451964,4.787216,1.120813,0.857835,2.161139,0.0,0.321224,0.145201,0.77865,3.753029,1.21672,0.785196,2.432589,0.131928,1.716315,0.287293,2.222747,2.728421,0.773706,1.278046,0.259999,0.120266,0.19214,0.153926,18.889898,0.208917,3.936813,0.230894,0.921616,0.288069,0.0,1.03305,0.581931,1.93915,5.648305,4.428001,0.0,0.22586,0.773365,1.387183,2.536266,0.67174,0.731698,0.67971,1.739829,0.238254,2.168939,1.325321,0.673074,3.061547,0.566184,0.556942,1.190831,2.267356,0.0,4.855437,0.356498,1.327404,0.950138,1.174688,3.580521,0.268034,4.238815,0.0,0.471693,2.886489,0.148701,3.117646,0.201326,1.467313,4.124155,0.410118,3.468213,2.241491,0.546634,0.163745,2.181674
MIMAT0002818,0.0,0.281782,0.0,0.839256,0.0,0.0,0.0,0.831831,0.0,0.0,0.0,0.0,24.67166,0.0,0.112991,0.62442,0.480349,0.245096,1.023697,0.264712,0.0,0.290402,0.15573,0.375303,3.37978,0.130866,0.304074,0.131928,0.214539,0.0,0.0,0.861607,0.128951,0.464744,0.259999,0.0,0.0,0.307853,3.662327,0.0,0.29526,0.230894,0.230404,0.720172,0.0,0.0,0.387954,0.0,2.259322,0.756,0.0,0.0,0.618692,0.693592,0.543486,0.67174,0.731698,0.22657,0.331396,0.0,0.788705,0.165665,0.0,0.399332,0.0,0.0,0.0,1.51157,0.0,0.346817,0.0,0.120673,0.135734,0.234938,0.826273,0.0,0.529852,0.0,0.0,0.481081,0.0,0.0,0.201326,0.61138,0.294583,0.205059,0.478375,0.498109,0.0,0.0,0.311668
MIMAT0002819,71.051137,78.899065,164.576474,34.549386,9.434467,29.248848,24.895101,33.986241,5.081823,45.612591,228.448537,6.409811,222.250547,72.63114,7.68339,33.822716,8.005814,6.372479,12.398115,52.016011,23.770572,69.84178,32.080373,11.133986,177.911597,73.41581,31.927736,14.248257,81.739535,24.994484,113.360058,31.592245,16.247827,31.137848,96.459596,65.424757,28.821001,23.858603,24.479765,49.513216,33.167674,18.933311,12.557017,76.338155,43.258336,133.883247,52.955764,20.988425,82.465252,20.088006,40.567573,45.397874,31.398649,7.456107,31.522146,30.00437,149.022466,2.718837,19.220959,3.812064,21.097871,58.479812,11.666598,39.66699,15.286946,14.851788,18.372826,31.742978,42.70385,38.843495,1.069494,26.789434,14.38778,43.933345,31.673835,72.90515,40.533658,24.114295,8.647686,45.943279,23.494739,34.739481,63.216405,13.328093,32.305894,57.826502,24.038306,9.090496,39.220938,25.380433,37.919557
MIMAT0002820,4.79182,23.106156,7.658678,49.656002,4.209223,11.478793,4.644608,37.788897,3.670205,4.215025,6.643917,2.136604,19.531731,7.73734,3.163748,10.719199,6.724884,7.84305,13.421812,3.705975,5.782031,9.002475,4.048979,9.382572,5.272456,4.711175,15.051646,4.353634,4.719868,8.331494,44.269697,47.244768,2.836922,18.241202,7.279969,3.367451,2.11354,8.004175,70.740741,7.103164,18.798297,7.388609,5.068888,3.456822,4.956684,7.231348,1.551817,20.075885,22.969775,24.948008,6.159475,5.872362,6.341599,3.121161,21.014764,4.478264,7.560878,7.816657,11.930251,1.667778,11.239052,6.460942,5.8333,14.375956,2.830916,5.940715,13.099142,14.359919,3.882168,44.392568,11.229691,14.842794,6.786688,7.518006,20.794561,9.649211,42.653063,2.782419,11.163379,44.740576,5.799335,20.487386,6.845088,10.515743,40.16143,5.53658,29.539607,10.958407,3.96309,5.894811,23.998402
MIMAT0002821,2.313294,2.25426,4.595207,6.853927,3.048059,13.024015,1.672059,10.576138,2.682073,1.956976,3.83303,1.382509,10.485456,5.990198,5.084596,18.524443,6.564767,3.186239,8.530813,4.103046,6.103255,6.243653,4.983359,22.393071,7.570706,4.580309,4.713142,3.693992,5.578026,3.016575,6.297782,10.33928,2.192167,10.340554,3.639985,3.126918,2.11354,4.156013,14.456555,6.267497,19.388818,7.388609,8.524947,3.02472,3.379557,1.65288,1.551817,14.828778,5.271752,20.952007,4.035518,3.162041,8.197677,3.29456,23.732191,4.254351,10.60962,3.285261,20.049448,1.906032,17.745872,7.289267,2.243576,20.099717,7.360381,1.485178,14.289975,1.889463,1.164648,10.057691,3.743229,18.10097,4.34348,1.644564,8.400451,7.236909,7.68285,1.236631,1.886768,11.545956,11.152566,12.693272,1.811935,11.493952,19.442452,1.64047,15.188381,4.732039,2.45985,4.421108,9.869474
MIMAT0002822,0.0,0.0,0.0,0.0,0.0,0.0,0.185784,0.0,0.0,0.0,0.0,0.0,2.87836,0.0,0.0,0.10407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20661,0.0,0.0,0.376554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67867,2.11444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410118,0.0,0.0,0.136658,0.0,0.0
MIMAT0002823,0.0,0.0,0.0,0.0,0.145146,0.0,0.557352,0.0,0.0,0.602147,0.0,0.0,19.942925,0.0,0.112991,0.0,0.320233,0.245096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432102,0.0,0.61983,0.0,0.0,0.0,0.0,0.0,0.0,0.309346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542936,3.524065,0.0,0.0,0.0,0.309158,0.0,0.0,0.148701,0.0,0.0,0.0,0.196388,0.410118,0.0,0.0,1.366584,0.163745,0.0
MIMAT0002824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150537,0.0,0.0,1.027985,0.0,0.0,0.0,0.160116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410118,0.0,0.0,0.136658,0.0,0.0
MIMAT0002825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.289554,0.0,0.0,0.0,0.160116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301074,0.0,0.0,1.027985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144034,0.0,0.61983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271468,1.644565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410117,0.0,0.0,0.409974,0.0,0.0
MIMAT0002827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.261569,0.0,0.0,0.0,0.160116,0.0,0.454976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576137,0.0,0.20661,0.0,0.0,0.376554,0.0,0.0,0.0,0.154673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135734,1.409626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205059,0.0,0.0,0.409975,0.0,0.0
MIMAT0002828,0.0,0.0,0.0,0.0,0.0,0.0,0.185784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150537,0.0,0.0,5.345526,0.0,0.0,0.0,0.160116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136658,0.0,0.0
MIMAT0002832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150537,0.0,0.0,4.728735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163745,0.0
MIMAT0002833,0.0,0.0,0.0,0.0,0.0,0.0,0.557353,0.0,0.0,0.602146,0.0,0.0,10.074262,0.0,0.112991,0.0,0.480349,0.122548,0.113744,0.132356,0.160612,0.0,0.0,0.0,0.135191,0.0,0.0,0.0,0.0,0.143646,0.0,0.0,0.0,0.0,0.259999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82644,0.0,0.114068,1.506215,0.0,0.0,0.0,0.0,0.0,0.090581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371294,0.0,0.0,0.0,0.0,0.0,0.0,0.407201,3.289127,0.0,0.268034,0.0,0.0,0.0,0.0,0.148701,0.0,0.0,0.0,0.0,0.410118,0.0,0.0,1.093266,0.327489,0.0
MIMAT0002834,0.33047,0.0,0.0,0.0,0.0,0.0,0.743137,0.0,0.141162,0.45161,0.51107,0.0,8.840678,0.0,0.338973,0.10407,0.960698,0.367643,0.0,0.0,0.0,0.0,0.15573,0.0,0.270382,0.0,0.0,0.0,0.0,0.287293,0.0,0.0,0.0,0.0,0.779997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720171,0.225304,0.82644,0.0,0.0,0.753107,0.0,0.0,0.0,0.154673,0.0,0.0,0.0,0.0,0.113285,0.0,0.0,0.0,0.0,0.0,0.266221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950137,4.463816,0.0,0.268034,0.0,0.927473,0.157231,0.0,0.446103,0.0,0.0,0.0,0.098194,0.0,0.0,0.0,0.409975,0.32749,0.0
MIMAT0002835,0.0,0.0,0.340386,0.0,0.0,0.0,2.972549,0.0,0.141162,3.311806,0.0,0.0,28.989203,0.0,0.112991,0.20814,3.842791,0.122548,1.478675,0.0,0.0,0.0,0.0,0.0,0.135191,0.130866,0.0,0.0,0.0,0.0,0.185229,0.0,0.0,0.0,0.519998,0.120266,0.0,0.307853,0.0,0.208917,0.0,0.0,0.0,1.296309,0.901215,3.099149,0.0,0.0,4.895198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082849,0.0,0.0,0.0,0.0,0.133111,0.141546,0.0,0.170119,0.0,0.0,0.0,0.0,0.0,2.171741,16.445638,0.0,0.268034,0.0,0.0,0.157231,0.0,0.297402,0.0,0.201326,0.0,0.0,3.485995,0.0,0.0,2.733167,0.163745,0.0
MIMAT0002836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103889
MIMAT0002837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150537,0.0,0.0,0.616792,0.0,0.0,0.0,0.160116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002838,0.0,0.0,0.0,0.0,0.0,0.0,1.30049,0.0,0.0,0.90322,0.0,0.0,6.167915,0.0,0.0,0.0,1.28093,0.0,0.341232,0.0,0.0,0.0,0.15573,0.0,0.0,0.0,0.0,0.0,0.214539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720171,0.0,0.20661,0.0,0.0,0.376554,0.0,0.0,0.0,0.154673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135734,3.759003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.230352,0.0,0.0,1.093266,0.0,0.0
MIMAT0002839,0.0,0.0,0.0,0.0,0.0,0.0,0.185784,0.0,0.0,0.150537,0.0,0.0,1.850374,0.0,0.0,0.0,0.160116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271468,1.879502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205059,0.0,0.0,0.0,0.163745,0.0
MIMAT0002840,0.0,0.0,0.0,0.0,0.0,0.0,0.185784,0.0,0.0,0.45161,0.0,0.0,3.495152,0.0,0.0,0.0,0.320233,0.122548,0.0,0.0,0.0,0.145201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144034,0.0,0.41322,0.0,0.0,0.376554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11444,0.0,0.0,0.0,0.0,0.0,0.0,0.148701,0.0,0.0,0.0,0.0,0.615176,0.0,0.0,0.273317,0.0,0.0
MIMAT0002841,0.0,0.0,0.0,0.0,0.0,0.0,0.185784,0.0,0.0,0.301073,0.0,0.0,9.251873,0.0,0.0,0.0,0.320233,0.0,0.113744,0.0,0.0,0.0,0.0,0.0,0.0,0.130866,0.152037,0.131928,0.0,0.0,0.0,0.0,0.0,0.0,0.259999,0.0,0.0,0.0,0.0,0.0,0.0,0.230894,0.0,0.0,0.0,0.20661,0.0,0.0,0.376554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.644564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136658,0.0,0.0
MIMAT0002842,0.0,0.0,0.0,0.0,0.0,0.0,0.185784,0.0,0.0,0.0,0.0,0.0,1.850374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135734,1.174688,0.0,0.0,0.0,0.0,0.0,0.0,0.148701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.672762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135734,0.469876,0.0,0.0,0.0,0.0,0.0,0.0,0.148701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103889
